Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: C2.raw (F17)	Area: C4.raw (F18)	Area: C6.raw (F19)	Area: A1.raw (F1)	Area: A3.raw (F3)	Area: A5.raw (F5)	Area: D1.raw (F20)	Area: D3.raw (F22)	Area: D5.raw (F24)	Area: B1.raw (F7)	Area: B3.raw (F9)	Area: B5.raw (F11)	Area: B2.raw (F8)	Area: B4.raw (F10)	Area: B6.raw (F12)	Area: D2.raw (F21)	Area: D4.raw (F23)	Area: D6.raw (F25)	Area: A2.raw (F2)	Area: A4.raw (F4)	Area: A6.raw (F6)
Compound3303	2-linoleoyl-sn-glycero-3-phosphoethanolamine	C23 H44 N O7 P			477.28682	23.526	7298488.8888953	7508048.11553397	4111047.99627516	22605234.3044182	5351657.68670333	2556561.07773965	13699149.6482189	13595040.5044764	15427822.3104089	3992586.93212139	1534127.16926992	6030108.33531276	5208620.20660999	9398174.43232453	23633402.7541201	17128925.3820805	14315088.0213105	10619317.4728836	9089196.11410426	5103348.76799876	5097865.68834799
Compound3304	3-[5-(Benzyloxy)-3-{[dimethyl(2-methyl-2-propanyl)silyl]oxy}-2,4-dimethylpentanoyl]-4-isopropyl-1,3-oxazolidin-2-one	C26 H43 N O5 Si			477.29225	34.915	76376888.984936	152062235.455383	70342174.1576572	45369250.6408996	25417144.7415405	83413839.3625836	28124936.405836	69730284.864756	221608256.154379	45531724.1627404	230830024.39262	133354504.1941	270997187.803084	97825066.8159332	111884424.982257	111686994.691573	54343072.8953913	63235077.0845014	263069252.62187	86288563.5046929	128705043.847401
Compound3305		C10 H26 F2 N4 O P2 S5			478.01503	14.414	711700.881404455	1171209.90554597	1277202.53063573	712821.623394246	785702.938751687	709805.347659872	59364077.282397	978281.834138942	1317073.79096073	5803405.2048698	668883.721241707	719946.318925884	1097498.31641983	1001527.60700199	1223524.40317792	1097500.89312395	1062482.07913754	688952.217396246	1306103.70144585	1418384.93763009	1334822.93944877
Compound3306		C20 H31 F6 P3			478.15423	3.784	10650055.4420954	48146621.0134361	4025909.90618451	37777118.314901	4063004.43429956	2699165.71463659	5183047.73411286	1245975.45989657	12571826.4734816	1988534.61836048	3626034.74229811	4458311.03009282	8758173.42666591	7437828.789388	6024672.69473813	28099363.4635252	1449817.15033558	1892498.29640729	70138348.4004016	43268702.9612616	10481279.2658691
Compound3307		C21 H38 N O9 P			479.23064	24.042	7252097.60644021	5085398.15952652	4939117.60751285	29602868.1253366	50435870.5641594	40658951.9948529	51169037.934526	22304510.2470626	4441962.55995378	81845691.4847901	28540507.0107507	65561116.3290686	5815771.53262905	6051155.79872159	8209129.82716829	4221654.68801481	25235410.8202198	5120177.39129455	12987169.8613396	4886239.52698601	6046935.42928908
Compound3308		C20 H42 F4 N3 O P S			479.27015	15.556	650284483.416067	1586113598.05071	1529745453.89871	1230961385.47585	691813880.892872	1864636283.43821	5242495051.38514	1003560436.52029	1759093284.73088	1032268779.59677	1710659445.32272	1096327479.11507	1903089309.42839	1311829050.74238	2383994334.72823	2947016562.09455	3617503806.52216	1906208770.92101	2054108925.90157	1099465560.08998	2478077181.6528
Compound3309	[Similar to: trans-Petroselinic Acid; ΔMass: 197.0455 Da]	C22 H42 F N3 O7			479.30137	22.998	40064937.1289482	40332307.7860294	25137484.3372777	2392760967.45433	738615367.616079	42086071.4531175	15133658.0727169	141530338.964989	21361401.7847513	12198262.989175	67073878.1543162	71242426.8717744	14191918.8346549	28223295.4963143	62270364.2443537	27601091.560222	80768805.5289549	37404701.4372834	646530419.482188	35626315.1018226	56970335.814417
Compound3310	[Similar to: trans-Petroselinic Acid; ΔMass: 197.0458 Da]; ; [Similar to: Sorbitan monooleate; ΔMass: 50.9881 Da]	C23 H41 N7 O2 S; C22 H42 F N3 O7; C21 H43 F N5 O4 P			479.30186	35.438	162204464.4977	509279674.030896	142663203.99472	574628407.194209	368457792.171535	254131595.592465	359584015.095039	683249049.523841	330573869.110407	178480375.756704	343283955.457201	769266892.864471	350315962.997468	813908406.73515	763245051.122134	1117518589.78499	398052309.674326	502087945.21091	314411872.109185	372620853.498446	314924721.74754
Compound3311	[Similar to: Sorbitan monooleate; ΔMass: 50.9884 Da]; 	C23 H46 F N3 O2 S2; C19 H42 F4 N5 O2 P			479.30223	23.31	71521993.8887472	72716316.1112964	71115486.3368041	8358015724.8738	920834976.492764	381647445.212726	34771442.2577337	159964332.407396	44969711.9883937	198910886.027839	122940749.624782	310566699.856463	141508177.33492	374584062.676667	328527350.496351	112862746.842719	101729162.884231	67213328.6153255	1980554053.83986	1134553555.17478	161095658.743714
Compound3312					479.32941	20.307	63561380.4377699	53476947.403091	40351042.9200585	14488151.5298531	11617396.0973115	21230488.5125986	19620822.2239683	22713065.0261573	40925670.7138395	29961796.1952096	86943860.1132795	80401661.1563558	105460452.191819	31302740.4770581	37958975.2960253	23677508.0580371	17660030.9231627	49909395.6211329	48247404.032257	31468855.0686035	94801857.1597871
Compound3313		C22 H46 F N5 O3 S			479.32942	19.378	25491941.5815163	16582948.8704374	48279482.3758394	1868534.0389611	10347438.2732668	9490787.69326388	2746114.64023051	2236772.00851668	2325430.86232882	18783439.8439309	14965248.8355367	17370137.0682129	25078583.5393272	19295004.2047542	16972086.0068667	2520463.34909607	8795819.21566141	1849543.71683938	17267131.8496632	34307025.116064	35072229.2334241
Compound3314		C24 H42 F N7 O2			479.33967	23.583	100936312.086513	55681428.4011689	92677806.0739572	2739074.40903307	2938450.73127709	21862377.1331602	64471414.1798859	62625795.4792263	106506362.205075	121366990.531256	130786963.662497	105995706.587012	204037348.668781	12866184.5038197	140983347.543821	93785905.1078724	60754648.8256935	146173905.95832	18110308.2767376	15727895.1187002	163260431.905719
Compound3315		C31 H45 N O3			479.34094	25.903	35607230.4189704	47561159.3125588	43766511.4956906	10921509.3434771	17875874.8314677	30658874.9976931	33454366.8252684	19603889.1389925	174625034.464142	37562173.9723477	91401609.4798442	40969133.2468173	172279009.806911	57073847.7908608	100628430.630453	92061550.9928571	18973524.2751312	73750739.0221315	72549185.6721685	52517061.3317037	96535291.9340719
Compound3316		C29 H53 N O4			479.39693	23.479	5448967.94452422	6937238.6667653	8529655.53882373	3685650.41326174	12728594.9325058	7064682.14010373	11196473.6431499	5485493.78024476	5897201.71117044	4238419.83713946	13641638.5251558	5551337.23330871	50669377.2050144	83204905.5563149	37946619.2893581	9090816.66404088	5057316.90431429	7339225.0496313	11816671.1193912	15323859.284054	16951387.2450687
Compound3317		C25 H54 F N3 O4			479.40978	31.303	125067113.621267	71924394.1723445	95707664.9295453	222658196.82541	543034844.139157	266261953.463442	282098495.737404	209321204.180646	78665622.1499589	458833576.961695	305665210.77786	360561021.317394	316571049.741953	203383941.560768	320661687.289736	145928796.442755	302445276.713699	116934210.299017	134243436.934985	144482769.456857	216688680.107125
Compound3318	DIPALMITYLMETHYLAMINE	C33 H69 N			479.5421	25.279	4066735.72795667	10329009.3924794	11631986.3959397	3177853.45958216	5566668.97881197	27679916.8630736	3870474.94656703	4299853.03954913	9619856.3046637	3463916.64223235	7497873.03887322	7166260.45205467	10565963.176755	7608473.30061626	11335584.332482	9289394.48371741	6387919.17096047	8112749.9059828	7550555.38080037	22645979.8574995	162822556.469587
Compound3319	Oxohongdenafil	C25 H32 N6 O4			480.25452	12.33	76467522.0773308	173501823.475355	152186016.049397	4732094.10297995	2042840.99738612	4325046.72905635	15867570.5384261	10921665.0793799	181915411.423483	14495812.1661821	6644552.96127905	9432919.9421035	11934358.3581839	8659740.0499433	14204321.9112791	103630858.889118	22729093.5513158	8874018.362453	176257107.888611	27320846.3389065	96878293.9902168
Compound3320		C18 H40 N8 O7			480.30397	35.272	17700367.8268217	64780971.8414547	26290736.3801204	161861767.35894	53668797.6847613	33259693.7364708	54192492.2603823	125884467.636978	57117148.7813294	27303778.7763692	50468522.1266869	101168358.830505	45045396.5062727	120090158.40585	55908475.5698092	165474339.116193	51638280.4728695	66053420.0638616	37998854.5902764	49880406.6222262	46355791.1633928
Compound3321		C17 H41 F5 N10	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other	Other	480.34419	25.916	9761644.49943258	12556334.2050521	13388106.3561612	2815614.92396118	7138030.71469505	8385263.04390302	5999969.29768836	3804730.57337622	29808512.135955	4258312.87278584	20570365.814559	11618433.7358539	43638064.4120476	17959701.1018609	27695926.2731274	41657269.8864719	5152968.35484025	17882598.61472	26186626.8928792	15151590.6150427	23148164.9795573
Compound3322		C29 H56 N2 O3			480.4287	25.039	4263153.01027132	8171969.99673794	7865982.40362643	3705260.12285973	96734687.017256	3739232.34524186	4113699.21087177	9045528.72882562	10084481.0450003	4606831.12149572	17405876.0901069	6416269.0265189	10221599.686715	34128544.3922868	31848727.1260373	9738058.4099955	7663464.52470845	25720881.964989	7915235.96667365	5785560.77210476	6813842.75256398
Compound3323		C25 H46 F3 N O2 S; C20 H41 F2 N7 O4; C25 H46 F3 N O2 S	; Other; Other		481.31993	35.363	68602229.9004232	167290239.616177	152857012.239346	2390162.32149255	161153202.80678	131661275.253285	23343219.6738523	187344521.878615	131130736.883017	30505550.5154414	91816776.9982374	231535706.971273	43084810.4360875	79896124.6843497	196029063.482513	91776100.7930797	201516206.548234	141932288.359883	232005203.381869	159213232.971318	115496076.679189
Compound3324		C25 H51 N7 O2			481.41238	24.454	3107982.54061908	3952163.65715265	7751765.73730361	95277466.5423174	82900796.7453641	53848010.4861093	7711291.69300806	3278900.98996012	20137946.975341	36561433.8618125	141253228.908122	50424578.4541794	140696432.879156	252874053.099716	143443604.913228	8216817.93958516	5443416.1694834	15915111.5784915	158167018.053387	111856149.259977	132788606.943489
Compound3325		C27 H4 N2 O2 P2 S			481.94697	19.031	3181817.30747369	4505415.09668457	4484335.60885453	1630680.24869981	3894174.45351097	3979468.93764896	1854017.70822739	3741705.1886779	156757673.226761	1638101.63482666	2727999.08412188	2317291.92859919	2200857.45328049	3652186.70317437	3014201.39824734	129867345.499567	3063758.72487284	3469108.91602451	3613870.65689919	4373064.69045198	3416773.60942208
Compound3326		C32 H34 S2			482.20952	21.103	4528383.60636226	18565310.1207542	19673095.5839888	87441218.69143	17901432.5908414	5034354.4571379	370535538.155922	33547244.3397331	10690136.8206201	67833041.5215749	19544668.6513047	28643110.6008245	9857327.51279233	9200291.63977153	9213708.40122121	10227024.7381932	3768464.83168611	10980773.3142701	8837834.12973551	8890456.79208697	15304330.863745
Compound3327		C18 H37 F N6 O2 P2 S			482.21551	15.873	24747345.741993	25415049.7602855	56446184.3672602	23148184.8655414	6244632.44894314	3626420.96790553	3794990.36826097	13193616.7804478	1593245.16994376	3293850.04478604	4929823.1408825	5458146.15576059	8155427.70830298	17969705.2317593	2596796.8063463	2097691.35863936	2660379.33930471	1736970.14565954	23255654.0802881	16243825.8291907	43735461.6254458
Compound3328		C17 H43 N10 O4 P			482.31963	35.458	11644524.1513913	25714418.3626837	33258993.7802846	1575008.14245911	39744879.2760916	21348621.21588	5998464.32713864	48020812.2636606	29731282.7944433	4130388.04521479	15942673.0158424	45319112.6727672	5985073.23012711	14460945.5899922	29501456.5451404	18474702.2132988	53044632.859513	19666910.3111315	41806584.7415718	25588087.2880566	18302507.0096076
Compound3329		C17 H43 N10 O4 P			482.32018	35.225	9921520.77414224	25714418.3626837	34165694.4461196	2209305.04387321	12220338.3689822	21348621.21588	5998464.32713864	96373719.2587289	30333145.3248689	4130388.04521479	15942673.0158424	42388761.6335937	5985073.23012711	15581147.2104365	29501456.5451404	18474702.2132988	53044632.859513	22092876.5769581	41619243.4038927	22465902.7274654	18302507.0096076
Compound3330		C25 H47 F N6 S			482.35781	29.004	22197262.8531323	14609185.3018334	16214706.6002656	3152606.38363572	1199288.2216584	621009.768735092	3486774.24495643	2970236.78098148	16039282.8560381	5041895.48949177	6495423.17061549	3553107.15807227	3141548.13022208	2857826.17279774	3498759.67575333	18001348.3553226	2906084.97625582	670466.637807766	20021330.0392331	38316735.8654857	25036426.274929
Compound3331		C17 H27 F5 N O3 P S2			483.10868	6.366	7148246.88538688	24451708.2169126	15094940.810163	55834519.7380317	16243891.1026911	12555658.9067379	16793512.7074085	18022783.4344589	12494137.1721351	53315427.0758322	24623646.6628744	17246678.5934918	26301998.0629324	19159702.9251785	29927387.7187229	12006733.9894342	24223948.8918912	13224390.3433705	34782626.5986651	33709903.1508557	24052378.6337249
Compound3332		C16 H20 F11 N O S			483.10905	10.01	8023396.61165743	20475985.9953211	12275107.8357622	572593.787434289	4887998.55347106	3343463.20806834	22550179.6424696	26116342.3294587	18740519.194195	11020794.6465438	12606625.8002831	12055392.5530382	15898748.6667848	17114054.8116235	26389990.7333515	23104507.05976	37861634.1489676	16058554.8165985	610159.651416773	12463770.712868	14649769.116475
Compound3333		C19 H23 F2 N7 O6; C17 H33 F3 N O7 P S			483.16765	15.628	3146490.16737373	4064694.30055516	4417645.81010456	7247524.7400957	3623637.2787784	2911120.55790587	10012218.946137	84705223.3895552	15583654.7459735	30749031.424149	6876848.20944193	11491943.3911583	24614291.2382192	10011249.2122387	49348458.0054922	19769271.0549081	59051594.2260206	3551748.16039753	6034820.28227456	4154970.59160147	14723699.6282674
Compound3334		C26 H37 N5 O4			483.28429	15.422	2509475.13089234	4574364.5889252	4821846.94846924	3075504.89279809	2751119.53838049	2541238.46747341	129481036.44658	18269629.0396779	3710166.00896517	3739019.10129407	3216636.702324	3433310.064136	5323849.9105509	3161877.14608395	3410992.82591467	4091721.66386358	75186700.2379039	3164584.01225997	5313339.80226962	4060191.5356072	4437326.83987782
Compound3335		C17 H39 F6 N9			483.32234	21.592	6303944.00490312	11629196.6471721	16259761.6841474	2371909.5059506	39211114.3906211	50638481.3690085	5077793.30916141	14085538.2783763	16713270.2321088	6929250.52757716	6673717.8049289	11413249.8432132	6186889.22102766	4200324.54199195	11012455.3854266	5588139.96526989	21294742.511077	11520595.125319	261080631.426847	31655845.6107559	11214803.9915752
Compound3336		C24 H45 N5 O3 S			483.32428	17.86	46616062.9712655	41990960.9550646	98652717.2829551	19578535.2618649	43590729.7536773	24910429.7684284	41424293.8129002	49926727.2840681	3529987.60534322	55681342.4066562	60549866.9655901	58356241.2893796	62668686.2234337	46742214.0722944	67018260.0541992	19758354.4057016	49858183.7115353	22197532.7102919	28631435.2277596	51369775.8184918	71801569.142624
Compound3337	[Similar to: 3-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-3-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one; ΔMass: -57.7709 Da]	C22 H44 N8 O4			484.35038	5.259	412355213.03214	667919678.138615	268495229.009093	6153292.34180291	21462726.8876279	19472153.1587232	10601047.0660401	12173456.8452344	268080965.730079	27775834.149052	55573919.2975508	23105481.1573254	17005902.1948973	10947392.3551507	15278745.1000197	271653716.609668	25716223.2713479	24848865.9164942	1254774318.83633	1185202453.67873	695699016.055024
Compound3338	Dimethyl 3,3'-[1,6-hexanediylbis(hexylimino)]bis(3-oxopropanoate)	C26 H48 N2 O6			484.35048	10.597	777907259.099362	871394744.828386	1034321554.46391	73011309.3289149	23257071.9132605	40108714.3239293	47822049.4735162	50719098.8983339	1021737060.86229	29294667.1383709	98467171.8326623	124954217.814013	57069800.3205868	50356623.5634404	39655387.7618734	815991824.524078	128810393.046467	89741506.7185749	1596378117.66737	1143979196.06011	1123917516.09988
Compound3339		C24 H47 F3 N2 O4			484.35056	4.993	1663565969.43262	1977026690.35158	1755482353.18939	16583458.1070646	12671824.0402003	14893798.1103309	98943866.8630393	60736188.5313132	2865388160.13015	33691651.7633106	56850301.6010681	183925266.253681	19188716.4294818	26641693.3030058	98423448.4156087	2481502533.98315	260185496.011604	123051137.824932	541201029.136014	1138576341.9544	955489681.299321
Compound3340	Dimethyl 3,3'-[1,6-hexanediylbis(hexylimino)]bis(3-oxopropanoate)	C26 H48 N2 O6			484.35071	4.671	831510121.248195	2633582505.97974	2684517226.23204	124932379.0002	73728961.6376818	57910747.5794664	100917212.111381	62836227.2703508	2829280130.03908	78676579.0419244	97662440.6201544	38308086.0691979	68106014.249502	174543587.333014	90258523.0963543	4727608003.54344	421508418.755027	241904693.791966	2394232127.66099	3689035130.92604	2753711592.70612
Compound3341	Dimethyl 3,3'-[1,6-hexanediylbis(hexylimino)]bis(3-oxopropanoate)	C26 H48 N2 O6			484.35074	10.931	1799009863.62674	4214498473.5966	3673836569.77214	102447217.074736	119314923.510749	129184044.674342	421023483.714348	198575521.249778	3186963227.31226	82240615.6192345	239566352.775836	485615669.136002	126763955.537724	179160015.155755	179106176.295625	3295849169.6365	503220203.650308	199739194.356917	2278402199.73139	2353226646.29924	2488301508.38811
Compound3342	[Similar to: 3-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-3-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one; ΔMass: -57.7704 Da]	C24 H47 F3 N2 O4			484.35087	11.245	1283673570.46296	1848178878.09191	1972316334.4473	13187438.1531977	19685342.502362	24980005.4691092	41555136.0157542	66386482.1792678	7087302740.36225	25166512.7647307	47372518.3261074	82403382.1630701	33100713.323945	33263186.1082238	88004993.2427335	4220986099.32342	179451382.722969	248741644.439271	1400494096.77279	1155082499.69794	1437627401.49497
Compound3343	; [Similar to: 3-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-3-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one; ΔMass: -57.7705 Da]	C23 H49 F N2 O7; C24 H47 F3 N2 O4			484.35103	4.447	886068268.233579	2703841813.79624	2684517226.23204	126695518.508872	11851589.8459006	14278514.0188931	38961065.0482179	75724685.4556492	1548193393.20236	25939474.0858194	40504658.1616208	31740880.2551481	64030643.9527275	159477525.294354	90258523.0963543	3244771595.25195	150285254.81753	218317780.98822	1226708951.4312	1157931180.96417	742568348.920286
Compound3344	[Similar to: 3-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-3-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one; ΔMass: -57.3363 Da]				484.78496	11.713	2414263.27199298	4201277.13246916	3895749.14446318	1708222.79837176	2330885.50289061	1576459.67960603	2191753.88878527	2646537.01817987	38706649.1025401	1388237.59820208	1515509.1456629	1922605.53778675	1714315.69222434	15281595.0105885	22842533.6335363	39414612.7187173	2803383.66819594	18567748.7138138	4230620.7881659	4527687.146625	8780875.62259279
Compound3345		C16 H33 F4 N3 O5 P2			485.18352	23.449	14542803.5061594	21432533.8619396	15044729.8891561	117231884.978559	183801105.117983	123320958.079695	243789192.375856	110939337.713802	8355152.79382304	74746553.7561507	55274612.3208352	132535182.449065	7161494.21279307	4464074.62468542	7894935.76063803	6526266.2888589	165105891.234009	78141927.1651364	7727786.94915427	8273982.81422593	31635164.5881155
Compound3346		C32 H43 N3 O			485.33972	18.126	48292504.6813396	31425555.1337178	51726734.9972947	14443665.9200141	10937972.0480145	11479830.9694027	17397160.8078013	9249285.69273942	3792878.93131437	22028616.0339505	31521228.2794565	37462534.0225808	36478661.3700749	13260513.5579759	7392020.69399024	21822935.2372476	18480092.6712314	5579628.99504161	33209560.9976086	49641433.2907404	65963369.3595809
Compound3347		C19 H46 F2 N9 O P			485.35412	4.912	328647129.192928	577092105.75813	662802024.842265	4183586.2349388	12968426.1723349	2867159.74326182	23639343.3475071	17704777.0178034	623325017.139953	15846822.1313616	26980996.1913134	23697061.6549466	10834446.6220756	32312276.7281749	21911935.0351823	584842133.518415	58142397.635245	35009519.3221184	81339399.8245071	106193170.074525	522114428.329005
Compound3348		C19 H49 F N9 P S			485.35454	4.231	24305217.1377406	47531230.5852437	24335133.8973522	1729442.32153449	1669580.98973853	1958980.5513069	3320485.92434102	3928715.7339897	69316725.5067884	2242017.90603425	3058549.41151994	1731096.24454601	3276925.1315522	3147099.41162131	3674088.64303959	40087214.5400215	3231509.34911156	4019473.85562597	1724261.65357891	49972973.5025382	12266973.8793891
Compound3349		C25 H19 F N6 S2			486.10979	4.17	2943793.58901092	1731227.32061312	6222545.03874586	14723504.1451638	1890355.60615964	9864420.39113116	5428954.6061926	5705656.9680306	7848410.6279597	1999620.55653441	1490571.45884894	991058.60672518	9766978.42395235	4343083.17444735	8142262.8991995	3202759.3928117	769360.343447651	791834.655462939	5040080.12843027	2847799.97674722	5506433.72787291
Compound3350		C24 H51 F N8 O			486.41493	14.191	98721107.5362161	311440709.970979	317954665.032149	1202718500.54973	443505513.14965	531837240.440249	277824323.288987	184454658.626757	95650759.0150915	728234589.277242	583722810.881699	198648794.063391	205393063.451531	402701249.098149	373622145.43399	186081262.950441	302771187.24939	225696281.234477	259269386.958611	457680932.737017	223335289.008312
Compound3351		C21 H34 Cl N5 O6			487.21764	35.219	8490150.00192006	18785437.1836801	12624805.2974299	10084928.724407	16237076.2813297	17400510.5658991	14245949.8951053	8381689.77616337	18712743.705826	14068947.4158095	13378552.1164449	11913228.985715	22775287.39113	16940007.8865699	9406888.67674177	15528933.8578313	18471673.9473109	11422080.6644985	13431389.1330971	13823442.7225336	22774078.9465005
Compound3352		C29 H42 F N O4			487.30807	20.798	274964548.602396	285137561.923954	293014786.825606	69215206.1139906	57785360.2891729	58679589.6216703	221054195.618995	102617695.867196	125424435.305931	233197433.780592	250443280.728865	185723645.632843	289932673.037285	187216935.164301	293891809.714876	257474141.237811	173439645.318466	251274610.748688	218230398.834966	197095596.150617	452866082.211071
Compound3353		C32 H41 N O3			487.30811	19.219	171725336.4713	128610384.27234	109852268.329827	40369370.2134274	38757149.5969922	65206260.1600248	89942967.2430017	82268570.5532265	11052330.0608543	101255418.751912	164179562.919971	137364127.468438	306404566.339187	116442729.134728	169844759.918881	92110466.9021211	90975251.3486035	197402494.331346	147693325.797198	131570259.723165	253688529.167246
Compound3354	Nonyl 2-(diheptylcarbamoyl)benzoate	C31 H53 N O3			487.40181	21.04	17117619.8251679	51976139.9527501	21908849.910834	18634330.1555298	2935324.30511324	3896243.09831324	1712985.36902126	6379582.89911623	2315673.78050555	1652121.09851371	2103691.64539253	2366500.16247022	1803523.06837174	4146199.29331259	4282076.71742088	46282332.6545523	2523749.72268593	1826213.21934081	67451737.1022114	89248431.2176793	59777666.6385249
Compound3355		C19 H20 F3 N4 O6 P	Metabolic pathways;Other		488.10667	4.095	54317486.3019021	37729228.8164573	65624830.9601273	58970419.9395866	25696977.3627625	44663669.2660486	29391941.1822917	35833979.5905302	46140695.9891926	41165298.5136956	23779094.8652833	15806970.3964915	65630457.1671052	39129784.4490985	41166469.1977867	52905281.2393373	44539274.0412374	29746017.5487482	117111358.491423	99772927.2629263	61774606.3887168
Compound3356		C16 H28 F5 O5 P3	Metabolic pathways;Other		488.10704	5.67	10210391.2339518	19876969.7644053	29606338.8552852	5374904.55690344	10817869.4059829	12735375.8864913	13974226.4772626	28581954.845032	32664061.0857459	19319128.0480027	14860879.7405936	9824126.34562127	21058838.328584	1917528.60699991	28159731.055573	35952969.0884699	21250250.7204901	16974961.1489357	7885272.08379155	4503977.32547032	32334821.5004549
Compound3357		C16 H27 F3 N6 O8			488.18563	3.805	89998022.3978735	52440455.4502457	20893464.8742381	48824425.4659983	8635178.27342463	43425091.0729146	8038201.23905311	919413.736079674	71605863.7498413	2142464.31872736	3937872.27983663	8151319.56699106	20333017.7687731	89617703.5768138	72164680.1302896	60914378.8512151	2112973.71776539	1865136.03492197	85600654.3437422	86869940.4551585	75820150.8969112
Compound3358		C19 H39 F N2 O3 P2 S2			488.18569	5.062	25716750.7623353	14580001.9764527	2031671.87778841	2404684.88192232	2208887.86092909	6076090.39288306	1562108.02147939	1430332.96857552	11642976.1173538	1013716.95630172	1194892.27463465	1183019.72128013	3088123.12111784	17843748.0667367	12525378.4470328	10407573.9094703	2601620.69069818	1874997.76084184	39112821.4330462	24146419.1263776	24560821.8593174
Compound3359		C17 H31 F3 N6 O3 S2			488.18603	4.045	8896114.9847593	1537344.09148963	1074386.17310767	5333017.95602157	977974.54739966	4480494.38346615	1263714.42297064	790445.745884518	1195800.84724876	541578.264797787	570304.571831137	636682.035385377	1834382.89605977	1286033.56661335	1609820.52046012	1283928.43824961	33767813.4281604	46092920.483954	9366135.82656127	1710764.65088527	1373912.73721811
Compound3360		C27 H33 F O7			488.21904	23.437	4411855.09713575	15152635.0811471	17147880.1721241	9772645.46350971	9234156.24658383	6696633.36954359	16412550.7454738	12802587.0290711	10282361.9981274	21632414.3365186	17859647.0966862	17175670.1440368	22232508.4615245	10971481.2139025	14943869.1986829	22575852.5477619	23786496.5128721	17144145.7258896	13915506.6316545	20025206.125587	19342497.1057465
Compound3361		C28 H34 F2 O3 S			488.21935	18.21	14823859.272163	139077986.04941	195026404.616175	253974493.164579	75426506.8159791	49833822.7744815	292626213.471988	122709388.177512	96208729.6310025	146945772.425175	166427550.996929	318649974.399568	112731249.223579	79561040.1325347	85954669.8977909	168542657.859336	373709178.944484	176978345.568452	181301677.389171	166666618.346804	59161190.9850716
Compound3362		C35 H36 O2			488.27333	14.091	14448634.048545	25271378.8062441	23441841.4527882	2633922.65602628	2253798.45359982	2112620.74441962	3063101.89428	2796616.70431955	37762427.4579755	2066969.10340586	2506743.03777421	2923969.33305908	2652576.26743302	2809557.86677669	2500618.9185254	32465635.2940332	2696160.76432821	2301116.61920501	19263061.2066792	26282035.1119335	16727972.8945028
Compound3363		C5 H5 Cl F9 N3 O7 S2			488.91126	3.63	17910648.4576875	27564980.2298365	11593776.1733628	34279976.5467585	2115946.30971212	7992725.25762213	4677512.48188968	21781842.6777782	77577693.0500657	3094028.69906637	64274728.7209096	7415134.06199292	63133766.9925937	44400687.0652153	64463848.0342465	75422534.9571143	12692798.2578437	59193725.2837029	49518191.5489101	31450261.6951684	54283335.9899353
Compound3364		C15 H29 F4 N O6 P2 S		Other	489.11224	3.896	134695536.553554	123327424.253894	33417627.2407895	86595758.6181087	32463692.1466529	54513554.7688094	18375678.7035033	13974242.0277509	126111587.436876	2566915.16571545	9332535.2495053	6674563.59587886	67011325.5634114	98601971.2217902	105325961.976759	112775909.638061	32841908.2084809	111462942.93222	120728970.204228	119954549.805625	113182748.56261
Compound3365		C20 H24 N7 O2 P S2			489.11708	4.245	3556170.7534987	3637455.78420065	4421881.41161818	3624654.6463637	38331226.4007303	3306551.50937248	5640329.72712648	3820177.61628741	3731755.14183574	3130835.08271951	2510673.50752989	7755844.5512622	3357012.9893958	3311690.93860466	3659248.75722949	3953501.80199101	1616491.49022045	1663711.93046106	3424112.47410356	3668825.47776747	3439282.89384532
Compound3366		C17 H31 N O15			489.16983	3.826	22580512.928362	36207698.6048222	11551767.5950726	12539270.9643668	1853890.90423092	12761188.3788792	2120308.47189841	1181041.87124198	19459482.0288573	1092342.67698271	1465414.69703583	3255604.13272218	4422071.42779428	9722367.64991598	7032585.3421173	18249811.7048156	2951481.74967094	2395878.66306819	31154902.1640887	25550571.9889329	27864475.2020445
Compound3367		C34 H39 N3			489.31335	15.118	19743382.8573899	21566687.8003257	41760940.2574763	5635458.22771887	6744622.71719011	19787764.9829614	15390648.6118161	46408501.8391368	21475926.1921631	22680693.3417753	68517262.6566056	33876529.2311549	34492083.4405753	25477337.2410431	34317618.2248075	35024138.4946431	34552800.430695	19716124.9116542	27386888.4431688	23104377.3467752	70027573.7029453
