OTU	Genus	Colon_A1	Colon_A2	Colon_A3	Colon_A4	Colon_A5	Colon_A6	Colon_B1	Colon_B2	Colon_B3	Colon_B4	Colon_B5	Colon_B6	Colon_C1	Colon_C2	Colon_C3	Colon_C4	Colon_C5	Colon_C6	Colon_D1	Colon_D2	Colon_D3	Colon_D4	Colon_D5	Colon_D6	SI_A1	SI_A2	SI_A3	SI_A4	SI_A5	SI_A6	SI_B1	SI_B2	SI_B3	SI_B4	SI_B5	SI_B6	SI_C1	SI_C2	SI_C3	SI_C4	SI_C5	SI_C6	SI_D1	SI_D2	SI_D3	SI_D4	SI_D5	SI_D6
ee2b075d002ffc1be2e0cab83c6e4d44	0	0	0.0027	0.0012	0	0	0	0	0	0.0043	5e-04	0	0	0	0	0.0036	0	0	0	0	0	0	0	0.001	0	0	0	6e-04	0	0	0	0	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e04cb8c96d35fee0e181a15fc4511d0c	0	0.0036	0.001	0.001	0	0	0	5e-04	0	4e-04	6e-04	6e-04	6e-04	0	0	1e-04	6e-04	7e-04	8e-04	0	5e-04	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0	5e-04	0
e9ba53901533347c901fadbda061b68f	0	0	0	0	1e-04	0	0	9e-04	0	0.0021	0.001	0	0.0015	7e-04	0	0	0	0	0.0016	0	0.0017	0	0.0025	0	0.0012	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
870c2e3e8ebeb830c2d64ee56078f58b	 g__UCG-005	0	4e-04	0	0	0	6e-04	0	0	0.0023	0	0	0	0.0019	0	0	0	0	0.0011	7e-04	0.002	0	0.0054	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9d24a5958524b572f096d356fd33187c	 g__Lachnospiraceae_UCG-001	0	0	0	0	0.0021	0.0011	0	0	0	0	0	6e-04	0.003	0.0023	7e-04	0.0022	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0
9e3b0ce9bb690b78f97f20c102089c55	0	0.001	9e-04	0	0	9e-04	4e-04	0	0.0013	0	0.0011	0.0012	0.0018	0	0.0018	0	7e-04	8e-04	3e-04	0	0	0	0	0	2e-04	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bb0135c9489a2c080740864525d15f75	0	0	0.0014	0	2e-04	0	0	0	0	0	0	0.0011	0	0	0	6e-04	2e-04	0	0	0	8e-04	0.0012	0.0034	6e-04	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-04	0
deb6cb498b1f0a2e2098d8698813c54b	 g__Marvinbryantia	0.001	7e-04	0.0011	5e-04	0.001	0	7e-04	0	0.0013	0	0.0019	0	0.0014	0	0	0.0011	0	4e-04	0	0	0.0017	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ce40f273a2b6e2ca6c9a07d963892f67	 g__A2	0.0014	0.001	0	0.0014	0.0013	0.002	0	0.0019	0	0	0	0	0	0	0	0	0	0	0.0012	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0
2678ed3808ef43759fe3dcf46f1b1a05	0	0	6e-04	0.0015	2e-04	0	0	6e-04	8e-04	0.0012	0	0.0019	0	0.0013	7e-04	0	0	0.0012	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	0	0.0022	0
fd54faa463e99098527833fc9d14c4da	 g__Lachnospiraceae_NK4A136_group	1e-04	0.0053	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.0042	0	0	0	0.0012	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c7205100c08de2585db74f670a36edf9	 g__Blautia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133	0
4a496cfe185f6963b6bf19c53abfd3a7	 g__Lachnospiraceae_NK4A136_group	0.0021	0	0	0	0	0	5e-04	0	0	0.0011	0.0015	0.0021	0.0014	0	0	9e-04	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
af0ec4bc6b856ebbbafa59ca7fcb3215	 g__Clostridia_UCG-014	0.0022	0	0.0021	0	0	0	0	0	0	9e-04	0	0	0	0	8e-04	0	0	0	0	7e-04	0.001	0.0029	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253db7af5a33510c2db489933846a9ab	 g__Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149	0	0
021b898345f1a2b66c1e0da5f63a93c6	 g__Incertae_Sedis	0.0036	0	5e-04	0	0	0	0.0012	5e-04	0	0.0014	1e-04	7e-04	0	0	0	0	0	8e-04	0	0.001	2e-04	2e-04	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	2e-04	0
096aa868afaffdd4bd938b9faa623a2a	 g__Clostridia_vadinBB60_group	0.001	7e-04	0	0	0	0	4e-04	0.001	0	0.0019	5e-04	0.0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3607599c1aab4789914bb85aa5387ec7	 g__RF39	0.0018	0.0026	4e-04	8e-04	0	0	0.0011	0	3e-04	0.0013	0	0	8e-04	0	0	4e-04	0	0	0	4e-04	0	6e-04	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215b89b71b42cbdcb12b4e9bbe7e011d	 g__RF39	0.0023	0	0.0022	0	0	0	0	3e-04	0	0.0015	0	5e-04	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7963654625b74816cd1eb1373a31352b	 g__Monoglobus	0.001	6e-04	7e-04	0.0012	0	6e-04	9e-04	0	5e-04	2e-04	0	5e-04	9e-04	0	0	0	0	0.0023	0	8e-04	0	8e-04	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
538add871396bc31fee52b4c6e73542a	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	5e-04	0	9e-04	0	0	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	0.011	0	0
621c47eba23ae9c542cbea58e92ff9b2	 g__Incertae_Sedis	0	0	0	0.002	0	0.0024	0	0	0	0	0	0	0	0.0015	0.0053	5e-04	0	8e-04	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6a8118b17d1d40cf877db24449ceb616	 g__Oscillibacter	0.0012	0	7e-04	0	0	0	1e-04	0	0	0.0011	6e-04	4e-04	4e-04	5e-04	0	0	8e-04	0.0011	0	0.0013	0	0.002	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7da4c046b2e9582e3f885b029541976c	 g__Clostridia_vadinBB60_group	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0.0034	0	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5284495840f983847ec0d0b741a9a471	 g__Lachnospiraceae_NK4A136_group	0	9e-04	0	0	0	0	0.001	0	4e-04	0	0	0	0	0	0	0	0	0	0	0.0027	0	6e-04	9e-04	0.0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c2225a5d217fb32406ee5f7e10ef7da4	0	0.0039	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a322a05a29722d4fc3daa71d63cf05ad	 g__Lachnospiraceae_NK4A136_group	0	0.0051	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b65410081c87ed629211d7fb136ec45f	 g__uncultured	0.0012	3e-04	5e-04	0	0	0	4e-04	0	7e-04	0	0.0017	0	0.0012	0	0	0	0	0	0	9e-04	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0	0	3e-04	2e-04	0	0	4e-04	0
2a89717b521dc276ae1bd08090909dc4	 g__Incertae_Sedis	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0
af928ce7b721200d59dcbdd21877f685	 g__Blautia	0	0	0	0.0017	0	0	0	0	0.0012	0.0013	0	0	0	0.0011	9e-04	7e-04	0	0.0012	3e-04	0.0019	0.0011	0	0.0014	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5d48726492e0107fe9779159d18c5ae2	 g__Ruminococcus	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0.0036	0.0039	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a7ff44f020b98f586089e693c15762ac	0	0	7e-04	8e-04	0	0	0	0	0	0.0011	0	6e-04	0	0	0	0	0	0	0	0	0.0024	0.0014	0.0034	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0
c446deb131fcc44553f50d10c5f7e52b	0	0.0024	6e-04	0	0	0	0	8e-04	0	0	0	0.0018	9e-04	0	0	0	0	0	0	0	0	8e-04	0	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0
9e89349ef4b99787bfea2510682d68f0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.0011	0	0	0	0.0034	0	0	0	0	0	0.0027	0	0	0	0	0	0
e2ca214f7055c2a6eedc54ac7689d169	 g__Lachnoclostridium	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	7e-04	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7215e6796de3e835c8879da79b1b708d	 g__NK4A214_group	7e-04	0.0011	0	0.0013	0	4e-04	9e-04	0	0	0.0011	0	8e-04	6e-04	7e-04	0	9e-04	0	8e-04	0	0.0012	0	5e-04	0.0012	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30598f0d14cb4af2c3150ebb17667b95	 g__Clostridia_UCG-014	0	0	0.0049	0	0	0	0	0	0	0	0	0	0	0	0.0069	0	0	0	0	0	3e-04	7e-04	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1332b0dcde33b5f46ce13a45f40f5b9a	 g__uncultured	5e-04	9e-04	0	0.0015	0	0.0013	0	0.001	0	0.001	0	8e-04	0	0.001	3e-04	6e-04	8e-04	6e-04	0	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b301115074f6e3de36efa48b692c7f8b	 g__uncultured	0.002	7e-04	0	9e-04	0	0	0	0	0.0012	0.0013	8e-04	8e-04	0	4e-04	0	6e-04	0	0.001	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e7dd01d01c0203abc3708549d99e4e9c	 g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0.0098	0	0	0
e067beeaad3ae7f401b782ffbaafaf51	 g__RF39	3e-04	3e-04	2e-04	0	0	0.0012	5e-04	0	0	0	0	0	0	0	0	0.0021	0	0	0	0.0018	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f4ad92074fc1b41b8ada1a77cc50d272	 g__Lachnospiraceae_NK4A136_group	0	0	5e-04	0	1e-04	0.0016	0	5e-04	0.0011	0	0.0012	0	0	0	0	7e-04	0.0018	0	0.0023	0	0.0014	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b69e7f5aaf310a2c0b3657348b1a47cf	 g__Muribaculaceae	0	0	0	6e-04	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0.001	0	0	0	0.0028	0	0	0	0	0	0.002	0	8e-04	0	0	0	0
d5ec6e3746c3bf504e27b35890e98b50	 g__Luteibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141
2ce88e05f1919882b01289628bd3d156	0	0	0.0014	0	9e-04	0	0	0	0	0.002	0.0012	0	0	0	3e-04	0	0	0	0.0015	0	0	4e-04	4e-04	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc82a5a0b284dea47583c8afa5a99755	 g__Intestinimonas	0	0	0	0	0	0	0	6e-04	0	0	0.0013	0.0012	5e-04	0.0026	0	9e-04	0	0.002	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	3e-04	5e-04	0	0	2e-04	0	0	0	5e-04	0	0	0	0	0	0
020f48a69f9bf40e54fbac885f94695a	 g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fcd616ddc06288c984fa061fe3cf2324	 g__Muribaculaceae	0	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0.0016	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a509f01139a85094e824d881cbfa78fe	 g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0.0024	0	0.0052	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d7c3ae890ec4975f6c3fb50e9470b940	 g__uncultured	0	1e-04	4e-04	0	0	0	0	0.0012	0.0011	0	0.0016	0	0.0019	0	0	8e-04	6e-04	0	0	0	0.0014	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0.0013	0
bf8b632bb810c7e26b5a8902838e05ff	 g__Clostridia_UCG-014	0	0	0	4e-04	0	0.0014	0.0026	0	0.0013	6e-04	0	0	0	0.001	0.0018	0	0	0.0013	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a80466eb93811bc792e1524c6afc316a	 g__Roseburia	0.0021	0	0	0	0	0	0.0017	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97fbd9fac072dc24ef7af2e143df17a1	 g__Muribaculaceae	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0.0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31217980cfdf305668ba9c8482a34e81	0	0.0018	7e-04	0	0	0	0	0	0	0	6e-04	0	0.001	0	0	0	0.001	0	0.0015	7e-04	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363b5bc429aa94cebf6edfc8403e2554	 g__Clostridia_UCG-014	0	0	0.0018	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0.0019	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9945e0914be0fa391f6d5ef60f2f0e55	 g__Lachnospiraceae_FCS020_group	0.0021	0	0	0	0	0	8e-04	0	0	0	8e-04	0	0.0022	0	0	0	0	0	0	0	0.0012	3e-04	0	6e-04	4e-04	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0
9db5855bd9b253f9c84c6b36b3e25451	0	8e-04	0.0029	0	3e-04	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b358d76cf51dad99d526470074e5f31c	 g__Lachnospiraceae_NK4A136_group	0.0025	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0.0042	0
62dc76a09326c359be5946507e82e9fa	 g__[Eubacterium]_nodatum_group	0.001	0.0014	0	4e-04	0	0.0021	0	5e-04	4e-04	0	0	4e-04	0.0012	8e-04	5e-04	8e-04	0	0	2e-04	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a490e1b882ad784ba673e53304d25896	 g__Lachnospiraceae_UCG-001	0	0	0	0.0038	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0
f9f60c2b7142924f5bf6369037234212	 g__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0.0017	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
885af48524af5ccac2ffcff5abf6c1f9	 g__uncultured	0.0027	0	0	1e-04	4e-04	0	0	0	0	0.0022	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91a093473cad95da81d9ebb47d5ef0c5	0	8e-04	0	0	0	0	0	0.0016	0	0	0	0	0	0.0012	0	0	0	0	5e-04	0	0	0.0011	0	0.0016	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0
7398a8fcbc69240bfbb4d43d2d0a89c8	 g__Clostridia_UCG-014	0.0015	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9129a83558e80b03a9a3ff04d6f61f19	0	0.0032	0.001	0	0	0	0	0	0	0	0	4e-04	7e-04	3e-04	0	0	0.0012	0	0	0	0	0	0	0	2e-04	3e-04	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ec73948e25785a6eb2aef77bb065569	0	0	0	0	0	0.0012	0	0	0	0	0	8e-04	0	0.0073	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
431b7a050a85f69cfcb3d5bb614a02e9	 g__RF39	0	0	0	0.0021	0	6e-04	0	0.0013	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0.0014	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d2cd874a4eea35af603ca0c0c25c89f	 g__[Eubacterium]_xylanophilum_group	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0.006	0.0025	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f95b1ff191764f53c85f7e7ab0efb549	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0	0	9e-04	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e74f6f63a5f9a304aeb8284be71fd23	 g__GCA-900066575	0	0	0	0	0	0	0	0	6e-04	0.0017	0	0	0.0015	0	0	0	0	0.0021	0	0	0	0.0015	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b389a673cc5755ade8eaa8c575f196e6	 g__Muribaculaceae	0	0	0	0.001	0	9e-04	0	0	0	0	0	5e-04	0	0.0012	0	0	0	0	0	0	0	0	0	0	8e-04	0	0	0.0018	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270a745647e1f4f2daefddcae78b43c7	 g__uncultured	0	0	0	0	0	4e-04	0	0.0021	0.0015	0.0044	0	8e-04	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10ff4631cc5198bb5add391eccbd5a09	 g__[Eubacterium]_coprostanoligenes_group	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0.0023	0.0027	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97d033725a3fcb0e6b0f9554365d4e0f	 g__Erysipelotrichaceae	0	0.0018	0	4e-04	0	7e-04	0	7e-04	0	0	4e-04	0	0	0	0.001	0.0027	0	0	0	0	3e-04	0	3e-04	4e-04	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a1b6d0f4ff9409f74a9efca4f06dcce	 g__Clostridia_UCG-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	4e-04	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337fe99fc52f0e102994ed721dddf577	 g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0.0024	0	0.0047	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0
40cb542f926a9727dbf45c77580bf659	 g__Mitochondria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154	0	0	0	0	0	0	0	0
325ce268c8bbe026198a5ca3dbaad5b9	 g__uncultured	0.0024	0.001	0	7e-04	0	0	0	0	0	0	0	4e-04	2e-04	0	8e-04	0	0	7e-04	0	0	0	0	0	3e-04	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0
f3fa38d456fe5941ace85c2184cca046	 g__uncultured	0	0	0	0	0	0	0	0.0042	0.0027	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e238c6f976254aa34d2106b20782549a	0	0.0014	7e-04	0	5e-04	0	1e-04	0	0	3e-04	3e-04	0	5e-04	0	6e-04	0	3e-04	0	0	0	4e-04	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0	0	0	5e-04	0	2e-04	0	0	0	0
ddfd49f939f92958b1ec816741055348	 g__Ralstonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0092	0	0
06f8d0c7ca14441deda5b087391d7997	 g__RF39	1e-04	0.0013	0	3e-04	0	2e-04	0	0	0	0.0013	0	0	5e-04	0	0	0.0011	0	0	0	0	0	7e-04	0	4e-04	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0
294439019add4f19e8d5d95d40921207	 g__Lachnoclostridium	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	4e-04	0	0	0	0	0	0	0	2e-04	6e-04	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0.0012	5e-04	0	0	0	0	0	0
b46209bdd0cf2b227135c6762e84d65d	 g__Anaerostipes	0	0	0	0.0012	0	0	0	0	0.002	0	0	0	0	0.0014	0.0019	0	0	0	0	0.0021	0	0	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a40d58e2ddfa3e086849a8cf5dfab7ac	 g__Defluviitaleaceae_UCG-011	3e-04	0	5e-04	0	0	0	2e-04	0	0	0	0	0	8e-04	0.0014	0.0013	0	0	0	0	7e-04	6e-04	0.0011	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b0e03a032c5cc2b1c3b7af60839de9a	0	0	0	0	0	0	0	0	0	0.001	0.0031	0	0	0	0.0015	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0
d60f301b7a949b89d4ab416fd6023373	 g__Clostridia_UCG-014	0.0014	0	0	8e-04	0	6e-04	0	0	0	0	0	0	0	5e-04	0	0	7e-04	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3b9843bbbe0fbf712a588255088fd4c	 g__Dorea	0.0014	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0.0014	0	0	0	0	3e-04	0.0014	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0
4e1bda045e6ba843353281138c649093	 g__Lachnospiraceae_NK4A136_group	0	5e-04	0	0	0.0016	0	0	0	0.0016	9e-04	0	0	0	0	0	0	0	0	0	0.0053	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ca6c232223e11140a64765c71b31445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	7e-04	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0.0058
5d6d200a9ac1ce63fef95fdd57cd4039	0	0	0	0	0	0	0	0	0	0	0	0.002	0.0016	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0
