Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: A7-SI-GenX.raw (F1)	Area: A9-SI-GenX.raw (F3)	Area: B8-SI-micro-metlab.raw (F7)	Area: B10-SI-micro-RNA.raw (F9)	Area: B12-SI-micro-metlab.raw (F10)	Area: D7-SI-GenX.raw (F15)	Area: D9-SI-GenX.raw (F17)	Area: B7-SI-GenX.raw (F6)	Area: B9-SI-GenX.raw (F8)	Area: D8-SI-micro-metlab.raw (F16)	Area: D10-SI-micro-metlab.raw (F18)	Area: D12-SI-micro-DNA.raw (F19)	Area: A8-SI-micro-DNA.raw (F2)	Area: A10-SI-micro-DNA.raw (F4)	Area: A12-SI-micro-RNA.raw (F5)	Area: C8-SI-micro-DNA.raw (F12)	Area: C10-SI-micro-RNA.raw (F13)	Area: C12-SI-micro-metlab.raw (F14)
Compound2603		C24 H38 N O6 P	NA	NA	467.24224	13.977	28665.5092535333	206770.253379908	126922.290207147	1026895.49059378	102166.994984351	33449.3433869445	28816.7916698821	72640.5426308296	10675.6840988604	47850.6870457033	520931.900832877	13190.9563241661	27184.0924710178	114976.655582328	222116.504618607	35819.0379967552	1034352.54791246	711090.517822178
Compound2604		C18 H42 N7 O5 P	NA	NA	467.30059	35.121	73339.3353055007	80469.9184932955	399369.086033272	112447.21739679	156591.277734677	72633.5906816147	84674.5098103862	203266.546604476	77576.3334960017	339745.674865156	257582.112484561	38414.7199345522	301872.258459346	417157.290168533	184748.789814457	113216.856900001	61431.5483512395	29874.0474581668
Compound2605	L-alpha-lysophosphatidylcholine	C22 H46 N O7 P	NA	NA	467.30159	21.865	165947.355937593	305280.915148735	465909.126152547	56138.143647858	208321.025171005	31930.0334689753	122873.449237346	269773.88269155	256852.540163888	1064829.06299537	157478.425839787	327429.407504834	571397.716078681	1307803.13971389	506393.270967319	89173.8758732045	434378.004062477	224014.835905636
Compound2606		C23 H45 N7 O S	NA	NA	467.33943	28.923	50745.6337719357	76890.048018139	506088.390191633	400241.122209114	254780.379694327	27146.5141480799	96361.4054586331	78677.532460576	63181.4571725524	102740.585919523	450624.833010228	13456.5336376969	639837.413331569	380605.957328862	337625.149791464	457012.123609659	404978.657413273	257163.475889088
Compound2607		C2 H5 Cl3 O17 P2	NA	NA	467.80721	3.202	121410.533658034	59461.3197912658	5931.31733154666	73015.0725944471	4806.67548257415	79725.9487951675	56252.1276149208	59543.7414528676	57282.0594828463	8359.63442799045	51602.3181790903	5009.37381367697	4640.92676082399	6723.20477775079	6183.99973671391	45963.2585161629	58980.1028303828	109562.550988537
Compound2608		C14 H32 N10 O6 S	NA	NA	468.22139	14.101	67665.3913912887	41404.2082511306	214412.423530289	246063.944752879	239006.437255174	68003.3981282368	38603.8095451818	91730.1906061028	48760.0265172799	165810.428707087	198272.091143934	59985.6567267337	82439.0253485623	303103.190030927	179267.172915109	184619.548300172	328219.273435028	54922.4750338959
Compound2609		C23 H49 O7 P	NA	NA	468.32344	16.72	45734.7237550033	111220.318889009	177708.988598518	274929.771223684	472695.511187746	17695.9137947455	59114.0384942766	22312.4008907992	17029.7849374981	354066.322168564	35608.7214263206	43132.3177441145	304790.710739346	199888.200191771	159057.989745147	125556.689367216	104610.443967895	183063.64103937
Compound2610		C21 H24 Cl N9 S	NA	NA	469.15834	4.317	31515.1400284794	13663.5552959295	147114.20963611	74413.5610007911	28914.2500094281	8299.56082786844	50665.4749600052	15217.0686004439	8631.46401391507	311300.77656878	24637.1536841486	13539.5744721229	358835.657109754	60506.8673426248	89387.9269860153	25891.0593452774	16496.6427707414	10833.4046649161
Compound2611		C25 H35 N5 O2 S	NA	NA	469.24991	35.802	23605.8640552571	38193.1508195784	66826.8619886487	12061.1813787947	39322.2452682702	2725.86277554788	39164.544207719	860.190983326096	569.209620277054	4618.26512552859	1692.29505704312	2901.00543405225	63977.9268156637	23293.9217026979	2992.35806953764	4172.21847059829	1249.56630702643	1722.26725774707
Compound2612		C17 H44 N9 P S2	NA	NA	469.28975	14.658	16733.9871664031	12262.8882313793	69733.6435672021	22745.8668602398	32114.8546515957	14288.6846281478	10748.2830211475	49090.638716838	11122.7262299714	45362.3761847605	425994.736445295	18501.3187965048	19844.7906164043	41940.0397243621	284249.422992605	35510.1913991483	40687.3343482684	21266.7660798512
Compound2613		C20 H44 N3 O7 P; C23 H35 N9 O2	NA	NA	469.2903	12.975	2064921.37528953	481061.123547656	638988.269639432	467102.469839247	335300.706251865	1242051.93733031	876164.360366164	1654486.61874157	1124231.86600666	213040.379916334	7480016.35644354	37331.5305461578	3688062.97993347	201010.659522427	4024220.53907714	983022.610531194	1117645.84894614	279058.152541936
Compound2614			NA	NA	469.70961	3.349	4603.89861348052	3000.29065746134	5743.3508609255	5617.59264649647	7027.901723277	2363.23536174324	3726.81680841587	47721.5892327252	5668.32291598939	12922.642996462	4241.25217068612	5043.19044504678	7831.48516597525	11532.1511428825	4740.89089372571	5969.38875331492	4069.30021148191	5091.98779747809
Compound2615			NA	NA	469.71514	11.026	30465.1165084835	37703.9003817574	13054.8154439063	7114.81652142815	10997.0900944731	10420.8888936351	24084.014631569	56824.2123357772	11020.9428010749	21060.9897664709	11833.1639506538	8137.39544801585	17983.6594119764	38435.4624344257	9912.90035186305	10610.6458772108	13288.2467929759	17546.0542155323
Compound2616		C9 H3 N4 O15 P S	NA	NA	469.90443	3.183	43642.4953289369	29232.0268555246	8014.55019029335	75555.0495616515	39967.8344361662	28025.1210125369	16845.0631376549	22859.3876747182	21358.4910654562	276624.283004992	83403.2809286653	294662.723213572	17255.561802836	119033.120928967	5389.71212256803	158945.611004728	123445.436585271	228508.539934258
Compound2617		C29 H31 N2 O2 P	NA	NA	470.21195	9.964	29874.1466586252	46605.514870811	12882.519758563	10182.1923945745	10210.3063514261	147961.051874294	80858.9160351491	57233.2851833176	38651.1889067915	23400.2033641858	17174.5055399819	7193.04364779976	20657.0493284878	23022.7529589479	23436.429129108	11286.4943324936	6601.32122903856	10656.2700806565
Compound2618		C20 H43 N2 O8 P	NA	NA	470.27379	13.891	88781.7646806809	121880.224430501	606773.866996768	409197.159159695	487122.533267087	307991.439458018	105033.84842663	162952.027026426	253320.8259202	92152.3665098748	1427013.02668645	18064.8107400257	325515.467888944	679892.810825029	1469361.48931404	1430964.38149943	256468.690659249	380203.789697132
Compound2619		C25 H42 O8	NA	NA	470.2881	16.151	1765348.04670053	1937847.46180433	1274492.45679261	1198507.60860689	2697791.04307334	60949.8035394658	265165.172501399	61997.717402926	43335.5110080129	705554.936995867	192746.917161121	272395.435857155	3377986.6334901	178546.20104499	117188.58976449	121592.313996419	59758.7123228901	109015.172462957
Compound2620		C25 H42 O8	NA	NA	470.28819	15.85	241646.333521705	366589.631352413	129984.135509684	268223.582424396	241622.904889259	60949.8035394658	41026.7521720104	67688.9951519848	49861.4532509279	1071233.0650705	224633.781743449	138064.443553654	214912.219623749	261755.605391259	119419.37455778	161285.559826765	76570.1042202693	132989.645517682
Compound2621		C17 H46 N10 O3 S	NA	NA	470.347	15.299	15498.7945978607	13216.6367066014	262720.941154958	12764.3465722058	66962.9036377288	9018.28437579996	7655.04802278442	8926.8940482196	7180.87248324054	142404.859321128	187130.403406783	17475.4124743843	122056.541392324	52741.3750713365	67682.7893919217	19892.6894512142	75206.6689001424	13257.9274926135
Compound2622		C26 H29 N7 O2	NA	NA	471.23622	14.834	89815.822267266	22616.1993761024	142053.673225436	380338.889369963	157868.203195694	17768.9768905644	39857.4034255926	19468.6627321889	14963.2109578869	63033.8080340734	35158.4993972137	24172.9180760087	1056932.54573478	129456.93717119	40063.8113729108	40387.4771717775	22165.0310839866	37597.6795418348
Compound2623		C19 H42 N3 O8 P; C21 H37 N5 O7	NA	NA	471.26937	10.845	73578.1505720708	139283.169867866	42201.3406861728	16531.7271369556	123451.767260835	192610.674161073	258259.673053608	92108.5256906596	123930.527686311	89286.2445134344	118927.889545324	35541.3461755081	53981.3283548738	35955.5234692997	99037.2812188788	75764.7723316551	17627.0913756828	27604.0891420442
Compound2624		C19 H42 N3 O8 P; C21 H37 N5 O7	NA	NA	471.26942	11.117	796200.70951649	518194.594923807	89628.6653481084	140506.342833642	99869.4049878173	684627.967215545	580800.00637613	353589.225591431	524098.678404449	151537.071074329	573588.965045471	38470.4715809117	535993.048712919	82213.3778533792	84393.5056070073	449027.182698519	96957.6594295963	69563.6840142539
Compound2625		C18 H41 N5 O9	NA	NA	471.2913	16.15	309401.000697151	339201.243269628	109216.062487886	241137.471392859	466167.590128363	47937.3734555563	36919.5717914113	56806.038904162	37770.241315665	347511.899578442	108174.361409519	169850.545163659	650945.461268223	163594.77199516	107375.23683366	111410.193934038	54754.5277355085	99886.2601316093
Compound2626		C17 H25 N6 O6 P S	NA	NA	472.12971	10.817	203331.916003484	127216.861808055	101192.268624838	34620.7131261146	50170.4249594984	488368.648319398	299919.584915191	98069.9050422616	69515.1986598017	311291.753945863	21393.1248855954	7344.37236434264	159401.550979902	220153.367681464	32034.2665481469	17365.0255615455	60506.3758854165	79891.4124833574
Compound2627		C26 H24 N4 O S2	NA	NA	472.13707	3.223	7314.20378934592	13063.6966263636	14469.5037937898	7268.95555407903	47606.9857055673	1740.90264351205	1493.92713970241	1847.26180990146	1390.78039638493	43509.4064289159	41360.5105095609	8499.19638470031	21906.7455435426	225454.456355243	8341.61651209889	80792.2532020427	37290.3338760137	32692.6311446032
Compound2628		C28 H32 N4 O S	NA	NA	472.23201	13.567	30537.588564555	24920.5856023722	117059.713120745	109426.393624973	90401.8222951346	29857.0160591376	10880.0474692818	15083.6524909502	20492.0116616478	31643.7246247419	314758.063060715	14199.3193968915	32046.4001840561	113881.764900297	292309.478763433	169577.966462946	71741.4176593999	22878.0097110393
Compound2629		C28 H42 P2 S	NA	NA	472.24993	35.117	80340.0291529714	36729.2646051133	90679.034503265	93133.8926526923	444291.385563165	19826.9681835192	24586.0291965442	19913.1060158554	21986.9093621789	531672.014354784	45865.254836216	53697.0276524231	239236.780453807	58974.2800708003	38507.8876441229	68588.0964188264	29030.0630529791	97376.1615582786
Compound2630		C14 H36 N10 O8	NA	NA	472.2701	13.509	90625.1899685313	62099.973322757	71025.2016968193	32216.2691854499	115088.527746013	40270.4580380432	68333.2493315442	57356.3557938328	52488.5795393252	118441.703132959	29113.0689836891	293254.127652401	273665.356191608	338639.133182679	189542.282741603	366087.646704778	278614.788655179	308921.189965091
Compound2631		C22 H40 N4 O7	NA	NA	472.28953	12.957	913981.131216708	183880.112759751	211222.139493452	145934.001790199	1767694.5720643	191395.199009732	226266.419048859	250487.49052443	130658.920971161	966243.707145636	181025.195981093	393592.114226621	514632.768577907	1522118.05416027	941458.802989695	2457756.62817747	271631.293564348	511325.823291732
Compound2632		C27 H44 N4 O3	NA	NA	472.3401	25.853	22677.7433138331	57263.1495012106	4688401.5138366	190363.321945804	131963.82987008	155913.302463245	33941.8793051402	13339.4245282159	18150.8427509644	128628.959503326	2114467.97008697	20019.9482473645	2284639.43860675	1661042.16324078	122507.864793728	6574692.55822498	1327348.80560224	801365.488846507
Compound2633		C27 H44 N4 O3	NA	NA	472.34021	25.492	31611.2178441885	135988.284862578	4305229.09154434	1093276.74844231	1017673.89256747	82482.0430850792	16892.9279364391	70390.5823881088	25868.9785976266	47331.8811625883	330849.212146126	23390.3954656692	964042.818065066	814870.725958684	1680352.23115466	6347987.41511775	4905620.82087487	2322008.25920458
Compound2634		C29 H48 N2 O3	NA	NA	472.3665	24.87	23449.362512515	24092.8437602565	811239.477208412	17922.1667852275	309544.010858622	57320.1290999753	17472.8065676334	121748.708013915	27225.1962936414	980364.457920744	972713.983157468	66924.4520364199	448601.720601341	925704.664995073	214672.459151353	295550.667118488	57110.6148412101	17677.6071284141
Compound2635		C22 H37 N O6 P2	NA	NA	473.21092	4.514	8209.30840731197	6489.22061600902	29850.7476964782	90375.8305758393	37670.9909159067	4824.96249993623	4045.59212220963	5782.65818070652	3818.78197538296	31886.7691227334	90887.0174696243	16633.3324937987	43675.5114161516	144391.997682573	45940.8202990449	90801.3710915455	161929.151286697	49987.0812333943
Compound2636		C24 H44 N O6 P	NA	NA	473.28865	17.402	71526.4215236116	60018.500374287	289414.479347243	195202.816374673	206464.228081372	26418.823782574	41334.0965571658	60570.1347949988	18441.5884963022	134654.022884164	541133.310323312	54352.6662112989	138141.754903365	180191.400921986	269047.144163361	609459.988663424	264529.352638773	232557.386668112
Compound2637		C28 H44 N O P S	NA	NA	473.28987	24.735	25827.1471450076	22468.7883337383	43197.6803140244	27248.1776600468	54241.7229819259	17361.7139931182	18121.6098218257	31421.1192491313	20713.4586387823	1310816.25732105	20041.1685606736	120067.514567004	34282.7255057918	154719.677063506	17908.8038353827	16974.595109021	22041.4645561413	22916.3015730528
Compound2638		C27 H24 O4 P2	NA	NA	474.11584	14.879	21315.1963286616	45604.0227012525	67640.8132154661	228772.034914176	104931.45579445	81199.5665002822	35461.0898074523	39375.3481331529	70858.5228738003	48828.2505882211	201260.436342735	18725.2101384364	185313.552070048	113695.576310385	145516.370183905	598010.982858496	237290.766890648	389117.375688954
Compound2639	(2S,4R,9a'S)-4-(2-Acetyl-4-oxo-3(4H)-quinazolinyl)-1'-hydroxy-2',2'-dimethyl-1',9a'-dihydro-3H-spiro[furan-2,9'-imidazo[1,2-a]indole]-3',5(2'H,4H)-dione	C25 H22 N4 O6	NA	NA	474.15273	14.32	153391.964299984	66170.8657642154	232974.926700354	4437937.66951993	297663.679918672	84967.2586310455	53020.8572478669	102830.70083736	71407.2648838881	209848.381244642	225636.063483047	94312.9759480754	1281143.40643903	457457.057745132	344494.752163482	293475.349057895	4330075.59061858	2941610.80298094
Compound2640	(2S,4R,9a'S)-4-(2-Acetyl-4-oxo-3(4H)-quinazolinyl)-1'-hydroxy-2',2'-dimethyl-1',9a'-dihydro-3H-spiro[furan-2,9'-imidazo[1,2-a]indole]-3',5(2'H,4H)-dione	C25 H22 N4 O6	NA	NA	474.15285	14.58	175075.867565346	111361.212845989	338488.952431017	95689.2029413714	333921.801509494	94358.225367813	70180.9854632866	108690.032537506	82113.1269467891	303868.691286042	232949.37293468	113532.09413207	1353793.31175078	758117.474613297	214789.034539796	505455.139643525	372647.554469069	987346.801305161
Compound2641		C20 H37 N5 O8	NA	NA	475.2638	10.016	181273.547750716	97422.8141723851	57181.8977936483	19840.9097297798	64686.5940022812	95631.1321403035	75914.1354605078	231306.68997855	53380.5787398228	178013.875748277	60000.7368579034	9976.6410326072	55789.4298099135	316496.877456165	57616.9923759892	93172.8856218536	46804.6173601227	27038.59690125
Compound2642		C18 H33 N6 O7 P	NA	NA	476.21268	9.766	2015.95083890791	1412.65946896548	4245.35705561073	1993.16992626457	2898.88809853755	108268.41068341	13308.1793981217	9623.59587711008	19898.9945797428	7090.24104222091	6239.42970169064	2336.36416691249	3716.34977380734	6420.80011181803	4956.78921286874	3001.3378485908	1797.21009697931	1705.83570219851
Compound2643		C25 H32 N8 O2; C22 H41 N2 O7 P	NA	NA	476.26393	13.231	1565372.47026705	567832.151707973	988583.263857038	3462552.30137124	497957.21338315	1351633.89661937	1264765.78470059	837073.391647196	1186467.28106687	661841.432195961	4580047.48371957	47767.0069459376	4020957.33647872	1467089.24915053	4207550.74110585	3535837.45574608	3235686.98360318	2715851.43224338
Compound2644		C27 H44 N2 O S2	NA	NA	476.28914	25.515	2297631.01285467	14865646.6451668	115385.98135794	32129.6343634381	292024.37078335	17238.7427188278	4173491.33950483	3074916.57029216	5900161.57986976	97007.8651582108	42541.3281625902	47477.6620243173	3832630.02137615	118150.966973875	14428.7704242095	29329.6684776117	138934.741807283	920780.212585022
Compound2645		C30 H31 N5 O	NA	NA	477.25468	35.182	141172.276260835	139478.020700302	318198.140788736	53034.4639136137	502330.713249843	173391.316563429	188738.329655265	149352.325602687	49228.8572661878	257898.704419323	384846.420752006	173825.990125738	60642.6632110725	217568.254064606	170171.123609936	108176.731969803	45742.5680002639	69847.1202370471
Compound2646		C24 H40 N5 O3 P	NA	NA	477.28508	19.927	1609768.68064595	639990.76933026	1596658.92414175	1216303.6241171	1058515.44570996	303457.510617633	1019877.12227642	1821721.7122342	527642.549789503	1120285.0801675	4639089.3063545	1735148.10262315	1665647.34448054	1943678.53740033	599628.14753635	309835.701572237	903504.79672008	1363323.44850062
Compound2647		C22 H43 N3 O6 S; C19 H40 N7 O5 P	NA	NA	477.28578	35.139	226267.637757016	123794.038130169	517382.852859478	439900.761606901	335615.279956245	113550.14403931	148175.762138571	587439.766300208	109448.768638115	311950.095816833	341180.450898545	570526.729163894	537691.989100248	380006.682247251	242430.692962354	499810.866234564	512067.469911287	555640.978843519
Compound2648		C30 H55 N O3	NA	NA	477.41799	35.023	21124.9843984254	11342.0568398384	154041.626057095	25388.4061368692	130224.295129166	4813.66012527433	17689.2010225314	9060.9465069224	6745.10751832381	63151.7743575872	33061.9234128819	7939.69273600706	65306.0579976149	123304.677199493	105444.80744234	69388.4979709607	20870.6056427284	19371.6485573809
Compound2649		C15 H16 N2 O2 P2 S5	NA	NA	477.92869	3.11	1947.31160942218	1378.2706480753	178727.502480745	157028.793208305	174447.165286924	1240.2288304349	957.341591236175	984.216583305988	863.943069869282	3190.29464641356	45213.0666599197	2231.95612395876	143529.109626743	40234.35296426	223711.6834077	16346.77784558	16379.6277292202	4840.5712403969
Compound2650		C23 H18 N4 O8	NA	NA	478.11171	13.696	23157.5184296852	23152.7960709413	200555.709965438	1068455.15280299	205405.240453488	33691.4598562992	17584.521581155	63706.461626298	46039.7154099837	48431.5019597178	217407.332816946	22752.9477852877	57369.7848605304	164158.459548022	154726.506816925	427980.397414136	555355.602542089	944685.43084203
Compound2651		C16 H36 N2 O10 P2	NA	NA	478.18471	13.449	9155.88982286898	10363.1709645637	169891.830819625	121114.374153442	84270.1254675249	12077.557148987	6916.77387050283	10722.2857245863	6089.64655933633	31947.4317603141	170418.546008223	23605.0636286241	339644.017785403	391007.399368114	192432.845083249	303459.919687436	206720.458190261	158009.888660009
Compound2652	(-)-2,3-Dehydroemetine	C29 H38 N2 O4	NA	NA	478.28224	25.644	81446.9400887558	929784.223523942	18158.3758937347	23020.4270306652	21775.3827772399	16905.4080030863	292901.570034396	199381.325939685	382914.994306248	65320.3623428581	36591.4252247269	46559.6163621088	301723.255377293	27121.3570637532	12040.1403349771	19516.0770330253	19332.3677856511	28001.34034804
Compound2653		C31 H44 P2	NA	NA	478.29023	11.132	157575.596432278	167261.57942432	104953.509082779	441253.952461826	39535.0320978043	252916.876968569	250181.352578692	254652.350047767	295130.590275743	103174.775868165	302752.515781135	57597.4423570372	346900.450218613	159871.932433722	390569.601794722	386696.179988042	1019947.61962943	451739.760984023
Compound2654		C18 H16 N3 O3 P3 S2	NA	NA	478.9854	14.047	10423.424599601	4441.2029115555	12682.1849413754	6640.18718850926	15197.6951946434	6877.21177665827	13328.5857031813	5767.78976366528	19385.1385681763	33940.6603894272	10006.5566632024	5405.26730236557	15662.1867346242	292053.147961976	10853.1246869979	14277.588761353	7363.7018066767	7609.78966649017
Compound2655		C18 H16 N3 O3 P3 S2	NA	NA	478.98583	14.964	46301.5198368815	6576.39068533496	140011.777241538	9910.5619181811	256182.488234084	11522.6651823937	4994.04584766532	6888.16447375668	5459.07899868357	24185.3033765769	24356.4047991454	8701.17964730724	44100.8460181003	212672.771031378	12497.2142046069	124917.258134624	15749.5109132147	50979.5827678433
Compound2656		C20 H42 N5 O4 P S	NA	NA	479.27015	35.167	1980737.71898588	1017987.61956036	28389915.0964665	3932858.28254433	25796527.1914079	9578244.51331585	5852092.85879907	11501057.3330066	5954315.0063416	26720061.1056352	17783889.9569423	10907959.668383	3469615.13552349	26239273.6667711	27547036.0283915	18864670.1928166	3040778.63998288	4327238.58539281
Compound2657	(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl (11Z)-11-octadecenoate	C23 H46 N O7 P	NA	NA	479.29946	35.092	1119556.33143752	341065.687794276	764235.193693453	179477.181896673	93727.7515210101	170821.731559817	242568.559858695	1069481.97142421	156155.356086446	1644753.73217305	202559.390671276	70554.1679056941	707858.606545911	1806643.80871237	410602.085937175	351248.350162028	231402.603744019	93858.0113905515
Compound2658		C31 H45 N O S	NA	NA	479.32375	16.505	164582.343250535	181390.105794369	308131.858056025	38809.1725413179	150035.305596534	17281.3195290692	436002.821415677	21058.9046911744	15966.1823891741	51840.3878176853	36632.7312071193	38017.7471465015	1362052.41867775	74160.7961835275	35039.183981647	38468.4670980133	24418.3157868034	30128.7106164591
Compound2659			NA	NA	479.55263	15.278	131009.155162316	113381.505651546	561601.134360389	72744.4586627835	259433.391342576	142061.201461019	115860.99695123	143561.661990902	156450.074269655	725683.021084697	313169.036131128	391593.93197886	138093.604133525	651586.996519683	412422.866335516	370429.503523233	86477.008369881	115202.987833265
Compound2660			NA	NA	479.55538	14.135	9389.08320857048	9590.64106421475	14910.821362501	9329.20784878696	246365.323872004	10032.7737298623	5184.4532878316	96650.4756069504	38274.1842085714	16652.7472890534	15632.0383548059	13888.8265112777	31816.9319027731	33054.1416815729	169257.306694905	156117.403377153	9883.8339736787	32009.4768760206
Compound2661		C33 H28 N4	NA	NA	480.23235	10.456	91485.5460583435	63081.4427997989	96498.346690226	16916.4639963385	165994.858224022	15266.3513838502	23168.79771781	52809.3545763684	8224.90501641286	93579.2813110633	25947.3558817658	15566.2523695403	176365.702661575	488282.942164944	21797.3126450613	43596.1531859593	39205.9956536944	16610.8311582845
Compound2662		C31 H36 N3 P	NA	NA	481.26662	17.038	177787.757799429	35180.734150234	320989.464986121	71980.8932443945	544333.06990879	143982.420434208	97853.2192090885	155858.656021296	96568.2811168459	329484.869303372	340697.043800501	240869.13170087	130331.319774513	599197.094623924	289874.406085832	471132.651964378	39294.8619986322	143664.385257814
Compound2663		C19 H40 N5 O7 P	NA	NA	481.26695	22.334	9472.06441162054	7120.26342177714	17359.5319153083	12467.8328545421	78635.6478323634	7695.96285644173	10263.9410646517	13485.4779189693	4521.76483666061	69657.6981543611	123251.450357243	7000.81044059971	10281.4267047583	10689.7632237594	27666.1214481497	64142.7460161929	6757.16137333414	9391.24548651232
Compound2664			NA	NA	481.2856	35.204	34144.8010588142	97540.9468347597	26652.2551178564	30952.0063960074	29926.0890607184	66139.2256378234	15661.2243925283	442114.980223908	78080.439557917	30625.9338464503	231772.693676971	76521.2783675204	18350.3148998594	72132.4802918357	22353.5552674651	158044.574794765	101273.156307801	110061.755610836
Compound2665	1-Stearoyl-2-hydroxy-sn-glycero-3-PE	C23 H48 N O7 P	NA	NA	481.31514	25.405	47005.9695361422	29465.736343309	92422.7623370117	164530.787764429	43038.1713747168	18040.8592160123	10202.6663795754	18425.2841423728	48972.9722796612	60517.7587986367	130800.942470219	67093.2796325565	46368.0537346224	131458.835196104	57325.9678349308	27317.7238949352	53744.6463879411	37001.8245501922
Compound2666	1-Stearoyl-2-hydroxy-sn-glycero-3-PE	C23 H48 N O7 P	NA	NA	481.31712	35.076	1084801.91728232	7019106.87223188	4109206.97408344	14549087.1524146	1650479.98564128	1141772.66929194	1756096.00158016	3266998.7524361	8023969.09924435	1159340.25589403	5350721.85020068	6965010.85237064	9630423.11801311	20072302.5899884	6729426.36301042	1153671.42618256	3894096.10782228	2478989.36053801
Compound2667		C25 H30 N4 O6	NA	NA	482.21578	15.761	150575.799847873	102361.425479643	222841.706692226	3733951.44333367	563359.265094017	63556.366072552	50450.708237645	77850.0799329736	60743.7045598741	214480.860779839	384703.917438293	158789.888111352	1476146.11501946	679443.709769476	1537769.31624093	1756845.08309919	15188388.7311252	17012469.9627636
Compound2668		C22 H46 N2 O5 S2	NA	NA	482.28526	12.027	36419.4935162199	23990.4123628345	48220.7892385149	35504.9595318036	40324.3740013759	33469.3002897151	20799.4713815225	26567.3258194349	22768.4986554434	103250.820996292	43270.0465818145	41678.6429120741	57342.3188166919	87189.1675351813	39074.3665278158	48690.5532210006	601846.71605199	165943.045068378
Compound2669		C23 H42 N6 O3 S	NA	NA	482.30299	18.654	47437.2997317984	66906.7044915374	123722.904207119	532030.583878073	151369.774610162	17409.8690670055	45700.4253206725	18057.4642182643	16100.7566113768	1181601.78969814	35771.1042328835	40776.3217542773	91994.8557184389	160979.833856657	79056.384086038	54115.5246372204	40402.8253338223	202873.574746716
Compound2670		C17 H43 N10 O4 P	NA	NA	482.31988	35.102	107542.935397888	989873.459870387	626253.611984488	2604678.44661926	242999.151299561	32717.0519212634	190216.309645246	425441.072816328	985973.83317781	125585.236451299	923426.290181667	413719.766568664	886026.614853846	2693660.69478854	1372166.16636055	83846.1340048587	573683.948241346	324573.285665719
Compound2671		C21 H39 N7 O2 P2	NA	NA	483.26504	13.621	1402841.47129616	620607.584596472	1014836.97014353	87897.8209938776	2766793.90948132	920251.711260264	317550.930429052	136038.487113029	119054.43847166	770605.057784362	766152.738169348	323671.574939738	565079.022091358	1731224.01157914	573445.516903414	662192.90236971	54747.6293717522	55665.0982938607
Compound2672		C17 H42 N9 O5 P	NA	NA	483.30545	13.042	399217.163364438	404106.698720862	247757.395652714	41089.7539279787	173443.336546804	721415.797625121	474942.903550569	358027.684932861	411983.908970177	170124.548450794	169931.227511412	15442.7755310225	615036.859228267	427037.007582156	126284.333032703	187281.530264269	63293.9610662697	40836.4359363425
Compound2673		C28 H53 N O S2	NA	NA	483.35527	18.268	11294.3521037069	10746.6971450874	42297.4998426315	44855.0686138812	50329.9694411335	9419.14586360935	7153.7813619174	5034.776989839	9732.68765643531	103245.957590805	112788.910164243	22145.3272074796	20804.3953959633	17928.0379024313	64276.7542587093	62747.1277376698	49529.6068551192	263301.459605535
Compound2674		C22 H30 O8 P2	NA	NA	484.14339	5.511	35135.4456049069	16837.9918787768	128777.376418838	290495.173026265	70612.2809573123	43563.6643043797	11577.398992008	22431.9380365212	24075.1335918438	21167.5321800677	223915.362345671	11450.7506502625	100127.796638198	156590.334192598	163608.774851098	197136.543858754	102947.698307783	184438.793610403
Compound2675		C19 H24 N4 O11	NA	NA	484.14341	4.13	28859.5037531193	38481.6279109008	272313.013293384	473889.848269959	207096.871694737	72466.6111097407	26304.1316155016	12927.372620652	22859.7963439163	75164.5567115062	377568.708100686	36199.4048604245	224416.793781329	299800.907176298	346167.557580981	376195.110296104	167771.27979494	309943.709787528
Compound2676		C18 H28 N8 O4 S2	NA	NA	484.16667	13.25	88691.5770151769	86446.3541438345	39916.2782090762	25062.446633915	103779.854235021	96012.6983598753	75292.5814810833	51078.8677423856	73469.9783705986	39444.4496655772	177951.804641001	29208.558089975	163336.151341047	60235.4506365627	109899.770641738	114501.682903429	401905.090314358	889690.773833168
Compound2677		C20 H40 N2 O11	NA	NA	484.26344	11.256	366412.081077538	444198.273454381	464711.130162789	133861.970485695	59364.2058788815	190707.807537509	442826.016563494	265280.833874267	263764.12298511	105435.953356158	1807899.64659791	23023.8944371094	953767.673925736	543977.944524129	1330007.7932302	603128.860868361	1095517.82745361	410017.300580281
Compound2678		C31 H48 S2	NA	NA	484.31835	16.812	181500.962460061	292783.45317102	301610.817141395	288198.828729603	733374.375353646	42451.2279684917	145057.05159543	80435.9750805588	20125.7288216223	282798.610771192	76479.004687998	91861.1626793112	440851.682721273	445349.883371595	218905.680694296	189940.177250463	213604.592755231	100337.817895301
Compound2679		C29 H45 N2 O2 P	NA	NA	484.32225	34.919	85792.6349713129	22043.1223838397	1425.85073673886	10122.2080316303	28254.2202224363	4900.85343162498	6672.07165203234	4955.44007521816	2652.97173783559	2880.3860258505	1470.98423380178	2411.98936417078	12166.2525651327	19304.8603329006	6005.09286150785	13807.4341485017	6709.44206655517	6386.50155778797
